gender,senior,partner,deps,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,labels,tenure_map
1,0,0,0,54,1,0,2,0,0,0,0,0,0,2,0,3,20.0,0,4.0
1,0,1,1,4,1,0,0,0,0,0,0,0,0,0,0,2,44.8,0,0.0
0,0,0,0,7,1,0,1,0,0,0,0,1,0,0,1,3,80.3,1,0.0
0,0,1,0,20,1,0,2,0,0,0,0,0,0,1,0,3,20.35,0,1.0
0,0,0,1,26,0,0,0,1,0,0,1,0,1,0,0,3,45.8,0,2.0
1,1,1,0,36,1,1,1,0,0,0,0,0,1,0,1,2,84.1,1,2.0
0,0,1,0,53,1,1,1,0,1,1,1,1,1,1,1,0,108.95,0,4.0
1,0,0,0,3,1,0,0,0,0,0,1,1,1,0,1,2,69.35,1,0.0
0,0,0,0,68,0,0,0,1,1,1,1,1,1,2,0,1,64.35,0,5.0
1,0,1,1,72,1,1,0,1,1,1,1,1,1,2,1,1,90.8,0,5.0
1,0,0,0,12,1,1,2,0,0,0,0,0,0,1,0,1,24.95,0,0.0
0,1,1,1,34,1,1,1,0,1,0,0,0,0,0,1,3,79.6,1,2.0
0,0,1,0,68,1,1,1,1,1,0,0,0,0,2,1,0,84.7,0,5.0
0,0,0,1,50,1,0,0,1,0,1,1,1,0,1,1,1,70.8,0,4.0
0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,36.45,1,0.0
0,1,0,0,41,1,1,1,0,1,1,0,1,1,0,1,2,104.4,0,3.0
1,1,1,0,30,1,1,1,0,0,0,1,1,1,0,1,2,101.5,0,2.0
1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,2,54.3,0,0.0
1,1,1,1,29,1,1,1,0,0,1,0,1,1,0,1,2,103.95,0,2.0
0,0,1,1,23,1,1,0,1,1,1,1,1,1,2,1,1,91.1,0,1.0
1,0,0,1,60,1,0,2,0,0,0,0,0,0,2,0,3,19.95,0,4.0
0,0,1,0,72,1,1,2,0,0,0,0,0,0,2,0,1,26.45,0,5.0
1,0,0,1,22,1,0,1,0,1,1,0,1,0,0,1,2,89.4,1,1.0
1,0,0,0,72,1,0,0,1,1,1,1,1,0,2,1,0,75.1,0,5.0
0,1,0,0,66,1,1,1,0,1,1,0,1,1,1,0,0,108.1,0,5.0
0,0,1,0,72,1,1,1,0,1,1,1,1,1,2,1,2,110.15,0,5.0
0,1,1,0,47,1,1,1,1,0,0,0,0,0,0,0,2,80.35,1,3.0
0,0,0,0,51,1,1,1,0,1,1,1,1,1,1,1,2,111.5,0,4.0
0,0,1,1,70,1,1,1,0,1,1,0,1,1,1,1,2,106.5,0,5.0
1,0,0,0,9,1,0,2,0,0,0,0,0,0,1,1,2,19.9,0,0.0
1,0,1,1,59,1,1,1,1,1,0,1,1,1,2,1,3,111.1,0,4.0
1,0,0,1,3,1,0,0,0,0,0,1,1,1,0,0,3,70.7,0,0.0
1,1,1,0,38,0,0,0,0,0,0,0,0,0,0,1,2,24.85,0,3.0
0,0,0,0,37,1,1,1,1,1,1,0,0,0,0,0,0,91.2,0,3.0
1,0,0,0,37,1,0,0,1,1,1,1,0,0,2,0,0,65.6,0,3.0
0,1,1,0,24,0,0,0,0,0,1,0,0,1,0,1,1,40.65,1,1.0
0,0,1,1,14,1,0,0,1,1,0,1,0,0,0,0,0,59.45,0,1.0
1,0,1,0,72,1,1,1,1,1,0,1,1,1,2,1,1,109.95,0,5.0
1,0,1,0,53,0,0,0,0,1,1,1,1,1,1,1,2,60.45,1,4.0
0,0,1,0,8,1,1,1,0,0,0,0,0,1,0,1,2,84.9,1,0.0
1,0,1,1,72,0,0,0,1,1,1,0,0,0,2,0,1,38.5,0,5.0
0,1,1,0,17,1,1,1,0,0,0,0,1,1,0,1,2,92.55,0,1.0
0,0,1,1,2,1,0,1,0,1,0,0,0,0,0,1,0,73.55,1,0.0
0,0,1,0,8,1,0,2,0,0,0,0,0,0,0,0,0,20.15,1,0.0
0,0,1,0,48,0,0,0,0,1,1,0,0,0,1,0,3,34.7,1,3.0
0,0,0,0,10,1,1,2,0,0,0,0,0,0,0,1,3,24.5,0,0.0
1,0,1,1,0,1,0,2,0,0,0,0,0,0,1,1,3,19.7,0,
1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,3,20.6,0,0.0
0,0,0,0,29,1,0,0,1,0,1,1,0,0,1,0,1,58.0,0,2.0
0,1,1,1,65,1,1,1,0,1,1,0,1,1,1,1,2,107.45,0,5.0
0,0,0,0,8,1,1,0,1,1,1,0,0,0,0,1,0,65.5,0,0.0
1,0,1,0,61,1,1,2,0,0,0,0,0,0,2,0,0,25.45,0,5.0
0,1,0,0,45,1,1,1,0,0,1,0,1,1,1,1,0,100.15,0,3.0
1,0,1,1,72,1,1,1,0,1,1,0,1,1,1,1,1,104.45,0,5.0
1,0,1,1,12,1,0,2,0,0,0,0,0,0,0,1,2,21.15,0,0.0
1,0,0,0,7,1,1,1,0,0,0,0,1,1,0,0,2,96.2,0,0.0
1,0,0,0,9,1,0,0,0,0,0,0,0,0,0,1,3,44.4,0,0.0
0,1,1,0,43,1,1,1,0,0,1,1,1,1,1,1,2,107.55,1,3.0
1,0,1,1,58,1,1,1,0,0,1,1,0,1,2,0,0,94.35,0,4.0
1,1,1,0,16,1,1,1,0,0,1,0,1,1,0,1,2,98.75,1,1.0
1,0,1,1,2,1,0,2,0,0,0,0,0,0,0,0,3,20.3,0,0.0
0,0,1,0,8,1,0,1,0,1,1,0,1,1,0,0,2,101.15,1,0.0
0,0,1,0,40,1,1,1,1,0,1,0,1,1,1,0,0,105.75,0,3.0
1,0,0,0,9,1,1,1,1,0,0,0,0,0,0,1,2,81.15,0,0.0
1,0,0,0,41,1,0,1,0,1,0,1,1,0,1,1,2,89.55,0,3.0
0,0,0,0,26,1,0,0,0,1,1,0,0,0,0,1,1,54.75,0,2.0
0,0,1,0,33,1,0,0,0,1,0,1,0,0,1,1,1,53.75,0,2.0
1,0,1,1,68,1,0,1,0,1,1,1,1,1,1,0,1,105.75,0,5.0
0,1,1,0,65,1,0,1,0,1,1,1,1,1,2,1,1,105.85,0,5.0
1,0,0,0,55,1,0,0,0,1,0,1,0,1,1,1,2,64.2,0,4.0
1,0,0,0,20,1,1,1,0,0,1,0,1,0,0,1,2,88.7,1,1.0
1,0,0,0,19,1,0,1,0,0,0,1,0,1,1,1,1,87.7,0,1.0
0,0,0,0,45,1,1,1,0,0,1,0,0,1,0,1,1,89.3,0,3.0
0,0,1,1,70,1,0,2,0,0,0,0,0,0,2,1,1,20.15,0,5.0
0,0,0,0,2,1,0,1,0,0,0,0,1,0,0,1,2,79.75,1,0.0
0,0,0,0,27,1,1,1,0,0,0,0,1,1,0,1,3,94.55,1,2.0
0,0,1,0,12,1,0,2,0,0,0,0,0,0,2,1,2,20.05,0,0.0
1,0,0,1,72,0,0,0,1,1,1,1,1,1,2,0,1,67.2,0,5.0
1,0,0,0,12,1,1,1,0,0,0,0,1,1,0,0,2,94.55,0,0.0
0,1,0,0,5,1,0,1,0,0,0,0,0,0,0,1,3,69.05,1,0.0
1,1,1,0,71,1,1,1,1,1,1,0,1,1,0,1,2,107.5,0,5.0
1,1,0,0,35,1,0,0,0,0,1,1,1,1,1,1,2,73.0,0,2.0
1,0,1,1,70,1,1,1,1,1,1,1,1,1,2,0,1,114.75,0,5.0
0,0,0,0,31,1,1,1,0,0,0,0,0,0,0,1,2,76.05,0,2.0
1,0,1,1,52,1,1,1,0,0,1,1,0,1,2,1,0,96.25,1,4.0
1,1,0,0,37,1,1,1,0,0,1,0,1,1,0,1,2,101.1,1,3.0
1,0,0,0,69,1,1,1,0,1,0,1,1,1,1,1,0,104.7,1,5.0
1,1,1,0,30,1,1,1,0,0,0,0,0,0,0,0,3,77.9,0,2.0
0,0,0,0,33,1,1,1,1,0,0,0,0,1,0,1,2,90.65,0,2.0
1,1,1,0,54,1,1,1,0,1,1,1,1,1,2,1,2,110.45,0,4.0
0,0,0,0,59,1,1,0,1,0,0,1,0,1,1,0,0,68.7,0,4.0
1,1,0,0,55,0,0,0,1,1,0,0,1,0,0,1,2,44.85,0,4.0
1,1,1,0,69,0,0,0,0,0,1,0,0,0,1,1,1,29.8,0,5.0
0,0,0,0,66,1,1,1,0,1,0,0,1,0,1,1,0,88.9,0,5.0
1,0,1,1,37,1,0,0,1,0,1,1,0,0,1,1,3,58.75,0,3.0
1,1,1,0,9,1,0,2,0,0,0,0,0,0,1,0,1,19.85,0,0.0
1,0,1,1,69,1,1,0,1,0,1,1,1,1,2,0,0,86.9,0,5.0
1,0,0,0,10,1,0,0,0,1,0,0,1,0,0,1,3,59.65,0,0.0
1,0,0,1,40,1,0,0,1,1,0,0,0,0,0,1,3,55.25,1,3.0
1,0,0,1,13,1,0,0,0,0,0,0,1,1,0,0,1,66.4,0,1.0
0,0,0,0,6,1,1,1,0,1,0,0,1,0,0,1,2,90.1,1,0.0
0,0,1,1,69,1,0,2,0,0,0,0,0,0,2,0,0,20.15,0,5.0
0,1,1,0,66,1,1,1,0,1,1,1,1,1,1,1,1,108.1,0,5.0
1,0,0,0,11,1,1,0,0,0,1,0,0,0,0,0,2,53.75,1,0.0
1,0,1,1,46,1,0,0,1,0,1,1,0,0,1,0,3,56.9,0,3.0
0,0,0,0,6,1,0,1,0,0,0,0,1,1,0,0,2,89.3,1,0.0
0,0,1,1,56,1,1,1,1,0,1,1,1,1,0,1,3,109.6,0,4.0
1,0,1,1,70,1,1,2,0,0,0,0,0,0,2,0,1,25.15,0,5.0
0,0,1,1,33,1,1,0,0,0,1,1,1,1,1,1,2,79.15,0,2.0
0,0,1,1,72,1,1,0,1,1,0,1,0,0,2,0,1,66.75,0,5.0
0,0,1,0,3,1,1,1,0,0,0,0,1,1,0,1,2,95.2,1,0.0
0,0,0,1,19,1,0,0,0,0,0,1,0,0,0,0,3,48.8,0,1.0
0,1,0,0,5,0,0,0,0,0,0,0,1,1,0,0,2,45.7,1,0.0
0,0,1,0,71,1,0,0,0,1,1,1,1,1,2,1,1,80.7,0,5.0
1,0,1,0,8,1,0,1,1,0,0,0,0,0,0,1,2,74.5,1,0.0
1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,1,20.55,0,0.0
0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,2,79.65,1,0.0
0,0,0,0,61,1,1,1,1,1,1,1,1,1,1,1,3,115.1,0,5.0
0,0,1,1,71,0,0,0,1,1,0,1,1,1,2,0,0,59.7,0,5.0
0,0,1,0,68,1,1,1,0,1,1,0,0,0,1,0,1,86.45,0,5.0
1,0,0,0,46,0,0,0,0,0,1,1,0,0,1,0,1,33.7,0,3.0
1,0,0,0,33,1,1,1,1,0,0,0,0,0,1,0,0,80.1,0,2.0
0,0,1,1,53,1,1,1,1,1,1,1,0,1,2,1,0,104.05,0,4.0
0,1,1,0,50,1,1,1,1,1,1,0,1,1,0,0,0,108.75,0,4.0
0,0,0,0,57,0,0,0,1,0,1,1,0,0,1,1,1,41.1,0,4.0
0,0,1,1,54,1,0,2,0,0,0,0,0,0,2,1,0,20.35,0,4.0
0,1,1,0,60,1,1,1,0,1,1,0,1,1,0,1,2,105.9,0,4.0
0,1,1,0,28,1,1,1,0,0,0,1,1,1,0,1,1,101.3,1,2.0
0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,3,80.05,1,0.0
1,0,1,1,29,1,1,1,0,0,1,0,0,1,0,1,2,89.2,1,2.0
0,0,1,1,10,1,0,0,0,1,0,1,0,1,0,1,2,65.5,0,0.0
1,0,0,1,43,0,0,0,1,1,1,0,0,0,0,1,2,40.45,0,3.0
1,1,1,0,13,1,0,1,0,0,0,0,0,0,0,0,0,70.45,0,1.0
0,0,1,0,43,1,0,0,1,0,1,1,1,1,2,1,2,78.8,0,3.0
1,0,1,1,19,1,1,1,0,0,0,0,0,1,0,1,2,83.65,1,1.0
1,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,2,90.1,0,0.0
0,0,0,0,69,1,0,0,1,0,1,1,1,1,2,1,1,82.45,0,5.0
0,0,1,0,61,1,0,2,0,0,0,0,0,0,2,0,1,20.25,0,5.0
1,0,1,0,43,1,1,0,1,1,0,1,0,0,0,0,0,66.25,0,3.0
0,0,1,0,6,1,0,2,0,0,0,0,0,0,0,0,0,19.5,1,0.0
1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,3,51.25,1,0.0
1,0,1,0,56,1,0,1,0,0,0,0,1,1,0,0,3,89.7,0,4.0
0,0,1,0,70,0,0,0,1,1,1,1,1,1,2,0,0,64.55,0,5.0
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,45.6,1,0.0
1,0,1,1,49,1,1,1,0,1,1,0,1,0,1,1,2,93.65,0,4.0
0,0,0,0,6,1,0,0,0,0,0,1,0,0,0,1,0,49.65,1,0.0
0,0,1,1,32,1,0,0,1,1,1,1,0,1,2,0,3,73.6,0,2.0
0,1,1,0,72,1,1,1,1,0,1,1,1,1,2,1,3,109.75,0,5.0
1,0,0,1,37,1,0,0,1,1,0,1,0,0,2,0,1,61.45,0,3.0
0,0,1,0,69,1,0,1,1,1,0,1,1,1,1,1,1,106.4,0,5.0
0,0,1,0,26,1,0,0,0,1,1,1,1,1,0,0,0,81.9,0,2.0
0,0,1,1,58,1,1,1,0,1,1,0,1,1,1,1,1,105.2,0,4.0
1,0,0,0,24,1,1,0,0,0,0,1,0,0,1,0,0,54.6,0,1.0
1,0,1,1,5,1,0,2,0,0,0,0,0,0,1,0,2,20.55,0,0.0
1,0,1,1,15,1,0,2,0,0,0,0,0,0,0,1,2,20.0,1,1.0
0,0,1,1,30,1,0,2,0,0,0,0,0,0,2,0,3,19.7,0,2.0
0,0,1,0,55,1,1,0,1,1,0,1,0,0,1,1,1,66.05,0,4.0
0,0,1,0,25,0,0,0,0,0,0,0,1,0,0,1,0,34.0,1,2.0
1,1,1,0,10,1,0,1,0,1,1,1,1,0,0,1,3,92.5,1,0.0
1,0,1,1,44,0,0,0,1,1,1,1,0,1,2,1,1,54.05,0,3.0
0,0,0,0,47,1,0,0,1,1,0,1,0,0,1,1,3,58.9,0,3.0
0,0,1,1,13,1,0,1,0,0,0,0,1,1,0,0,2,88.35,1,1.0
0,0,1,1,49,1,1,1,0,1,1,1,1,1,2,1,0,107.95,1,4.0
0,0,1,0,64,1,0,1,1,0,0,1,1,1,1,1,3,96.9,0,5.0
1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,3,19.1,0,0.0
1,0,0,0,20,1,0,0,0,0,0,1,0,0,0,0,3,50.0,0,1.0
0,0,1,0,37,0,0,0,1,0,0,1,1,0,2,0,2,45.4,0,3.0
1,0,1,1,30,1,1,1,0,0,0,0,1,0,0,0,2,85.45,0,2.0
0,0,0,0,38,1,1,0,1,1,1,0,1,1,1,0,0,84.1,0,3.0
0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,3,74.45,1,0.0
0,0,0,0,37,1,0,0,0,0,0,0,1,1,0,1,2,64.75,1,3.0
0,0,1,0,52,0,0,0,1,1,1,1,1,1,2,0,1,66.25,0,4.0
1,0,0,1,71,1,0,0,1,1,1,1,1,0,2,1,1,76.9,0,5.0
1,0,0,0,26,1,0,1,0,1,1,0,1,0,0,0,2,89.8,1,2.0
1,0,0,0,66,1,1,0,1,1,1,0,0,1,2,1,1,74.6,0,5.0
1,0,1,0,72,1,1,1,1,1,1,1,1,1,2,1,1,116.95,0,5.0
1,0,0,1,25,0,0,0,1,0,0,0,1,0,1,1,1,40.65,0,2.0
1,0,1,1,69,1,1,1,1,1,1,1,1,1,2,1,0,114.35,0,5.0
1,0,1,1,53,1,1,0,1,1,0,0,0,1,2,0,0,69.7,0,4.0
0,0,0,0,12,1,0,1,0,0,1,0,1,1,1,0,3,95.5,1,0.0
1,0,0,0,26,1,0,1,0,0,1,1,1,1,0,1,2,98.65,0,2.0
1,0,0,0,21,1,0,0,0,0,1,0,0,1,0,0,3,61.65,0,1.0
0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,2,89.35,0,0.0
1,0,0,0,48,1,1,1,1,0,0,1,0,1,0,1,2,95.4,0,3.0
0,0,1,0,26,0,0,0,1,0,1,0,0,0,1,0,1,35.4,0,2.0
1,0,1,0,60,1,0,2,0,0,0,0,0,0,2,0,3,19.95,0,4.0
1,0,0,0,18,1,0,2,0,0,0,0,0,0,0,0,3,19.25,0,1.0
0,1,0,0,10,0,0,0,0,0,0,1,0,0,0,1,2,29.65,1,0.0
1,0,1,1,5,1,1,1,1,0,1,0,0,0,0,1,2,84.5,1,0.0
0,0,0,1,4,1,0,2,0,0,0,0,0,0,1,1,3,20.4,0,0.0
1,0,1,1,65,1,1,2,0,0,0,0,0,0,2,0,1,24.75,0,5.0
1,0,1,1,70,1,1,2,0,0,0,0,0,0,2,0,3,25.35,0,5.0
1,0,0,0,18,1,1,1,0,0,1,0,0,1,0,1,1,90.7,1,1.0
1,0,0,1,62,1,0,2,0,0,0,0,0,0,2,0,0,20.0,0,5.0
0,0,1,1,66,1,0,0,1,0,0,0,1,0,2,1,2,59.75,0,5.0
0,0,1,1,65,1,1,0,1,1,0,1,1,1,2,1,0,82.5,0,5.0
0,1,0,0,3,1,0,1,0,0,0,0,0,0,0,1,2,70.3,1,0.0
0,0,0,0,34,1,0,2,0,0,0,0,0,0,0,0,3,20.35,0,2.0
1,0,1,1,16,1,1,1,0,0,1,0,1,0,0,1,0,90.8,0,1.0
0,0,0,0,54,1,1,1,1,0,1,0,1,1,1,1,0,103.95,1,4.0
0,1,0,0,50,1,1,1,0,0,1,1,1,1,0,1,2,104.95,0,4.0
1,0,1,0,71,1,0,1,0,1,1,1,1,1,2,1,2,105.25,0,5.0
0,0,0,0,10,1,1,1,0,0,0,0,0,0,0,1,2,74.75,1,0.0
0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,2,50.8,1,0.0
1,0,0,0,18,1,1,2,0,0,0,0,0,0,1,0,3,23.75,0,1.0
1,0,0,0,4,1,0,0,0,0,0,1,1,0,0,1,2,61.3,0,0.0
0,0,1,1,58,1,1,0,1,0,1,1,1,0,2,0,3,75.8,0,4.0
0,0,1,0,56,1,1,1,1,0,0,0,1,1,1,1,2,98.0,0,4.0
1,0,0,0,2,1,0,1,0,0,0,0,1,0,0,1,2,80.25,1,0.0
1,0,1,0,32,1,1,1,0,0,1,0,0,0,0,1,2,78.9,1,2.0
1,0,1,1,56,0,0,0,1,1,0,1,1,0,1,1,3,52.0,0,4.0
1,0,0,0,36,1,1,1,0,0,0,0,0,1,0,1,2,84.75,1,2.0
0,0,0,0,4,1,1,0,0,0,0,1,1,0,0,1,3,64.4,0,0.0
1,0,0,0,53,1,1,1,0,0,0,0,1,0,0,0,0,85.45,1,4.0
1,0,0,0,10,1,0,0,0,0,0,0,0,0,0,1,1,45.8,0,0.0
1,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,2,30.5,0,0.0
1,0,1,1,1,1,0,2,0,0,0,0,0,0,0,0,3,19.9,1,0.0
0,0,1,0,51,1,0,1,0,0,0,0,0,0,0,0,3,69.15,0,4.0
1,1,0,0,12,1,1,1,0,0,1,0,1,1,0,1,2,99.45,1,0.0
0,0,0,0,6,0,0,0,0,0,0,1,1,1,1,1,3,49.25,0,0.0
1,0,1,1,63,0,0,0,0,1,1,1,0,0,2,0,0,39.35,0,5.0
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.6,1,0.0
0,0,1,0,48,1,1,1,0,1,0,1,1,1,0,1,1,105.1,0,3.0
0,0,0,0,5,1,0,1,0,0,0,0,1,0,0,1,1,81.0,1,0.0
0,0,0,1,35,1,0,2,0,0,0,0,0,0,1,1,1,20.1,0,2.0
1,0,0,0,6,1,0,1,0,1,0,0,1,0,0,1,2,84.85,1,0.0
1,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,3,19.75,0,0.0
0,0,0,0,50,1,0,2,0,0,0,0,0,0,1,0,0,19.75,0,4.0
0,0,0,0,33,1,0,1,0,0,0,0,0,0,0,1,0,70.4,0,2.0
1,0,0,0,31,1,0,2,0,0,0,0,0,0,2,0,3,20.45,0,2.0
0,0,1,1,9,1,0,2,0,0,0,0,0,0,2,0,3,20.35,0,0.0
0,0,1,1,54,1,1,0,0,1,1,1,1,1,0,1,2,86.2,0,4.0
0,0,0,0,46,1,0,1,1,1,1,0,1,0,1,1,1,95.65,0,3.0
1,0,0,1,34,1,1,1,1,1,0,0,1,1,1,1,2,103.8,0,2.0
1,0,1,1,71,1,1,1,1,0,0,0,1,1,2,1,2,97.2,0,5.0
0,0,1,1,63,1,0,0,1,1,1,1,0,0,2,0,3,63.55,0,5.0
0,0,0,0,51,1,1,2,0,0,0,0,0,0,2,0,0,24.95,0,4.0
0,1,0,0,26,1,1,1,0,1,0,0,1,0,0,1,2,89.15,1,2.0
0,0,1,0,64,1,0,1,1,0,1,0,1,1,2,1,0,99.0,0,5.0
0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,24.8,1,0.0
1,1,1,0,61,1,1,1,0,1,0,1,0,0,1,1,0,85.55,0,5.0
0,0,0,0,15,1,0,1,0,0,1,0,1,1,0,1,1,94.0,0,1.0
1,0,0,0,64,1,1,1,0,1,0,1,1,1,1,1,1,105.65,1,5.0
0,0,0,0,18,1,1,0,0,0,0,0,0,0,0,1,2,50.3,0,1.0
0,0,1,1,57,1,0,1,0,1,0,0,1,1,1,1,2,95.0,0,4.0
1,0,1,1,14,1,0,0,1,1,0,0,0,1,2,1,0,61.4,0,1.0
1,1,0,0,18,1,1,1,0,1,0,0,0,0,0,1,1,80.55,0,1.0
0,1,1,0,72,1,1,1,1,0,0,0,0,0,2,0,0,78.5,0,5.0
1,0,1,0,70,1,1,1,1,1,1,1,1,1,2,0,1,114.3,0,5.0
0,0,0,0,38,1,0,2,0,0,0,0,0,0,2,0,3,20.05,0,3.0
1,0,1,1,68,1,0,0,1,1,1,1,0,0,2,0,1,62.65,0,5.0
1,0,0,0,13,1,0,1,0,0,0,0,0,1,0,1,2,80.85,1,1.0
1,1,1,0,65,1,1,1,1,1,0,0,1,0,2,1,1,92.7,0,5.0
0,0,0,0,30,1,1,1,0,0,1,0,1,1,0,0,2,100.45,0,2.0
1,0,1,0,51,1,1,0,0,0,0,1,1,1,2,1,0,75.2,0,4.0
0,0,0,0,31,1,1,1,1,0,1,0,0,0,0,1,1,84.75,0,2.0
0,0,1,0,9,1,0,1,0,0,0,0,1,1,0,0,2,89.45,1,0.0
0,0,1,1,72,1,1,0,1,1,1,1,0,1,2,1,0,79.5,0,5.0
1,0,0,0,10,1,1,0,0,0,0,0,1,1,0,1,1,72.15,1,0.0
0,0,0,0,37,1,0,2,0,0,0,0,0,0,1,1,2,19.8,0,3.0
0,0,0,0,2,1,0,0,0,0,1,1,1,1,0,0,2,76.4,1,0.0
1,0,0,0,55,1,0,1,1,1,0,0,1,1,1,1,3,100.9,0,4.0
1,0,0,1,33,1,1,1,1,0,1,0,0,1,0,1,0,95.3,0,2.0
0,0,1,1,46,1,0,1,0,0,1,1,0,1,1,0,0,90.95,0,3.0
0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,2,54.5,0,0.0
0,1,0,0,20,1,1,0,0,0,0,0,0,1,0,1,3,61.6,1,1.0
1,0,1,0,9,1,0,1,0,1,1,0,0,0,0,1,2,79.9,1,0.0
1,1,0,0,32,1,1,1,0,0,0,0,1,1,0,1,1,96.15,1,2.0
0,0,1,1,19,1,0,0,0,0,1,0,0,0,0,1,0,49.6,0,1.0
0,0,1,0,70,1,1,0,1,0,1,1,0,0,2,0,1,65.3,1,5.0
0,0,0,1,61,1,1,2,0,0,0,0,0,0,2,1,1,25.0,0,5.0
1,0,0,0,26,1,0,0,0,0,0,0,0,0,0,0,2,45.45,0,2.0
1,0,1,0,45,1,1,1,0,1,1,0,1,1,0,1,0,107.75,0,3.0
1,0,1,1,62,1,1,1,0,0,1,0,1,0,2,1,1,89.1,0,5.0
1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,3,19.65,1,0.0
0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,44.75,0,0.0
0,0,1,1,41,1,1,1,1,1,1,0,0,1,1,1,0,101.6,0,3.0
1,0,1,1,67,1,0,1,0,1,1,1,1,1,2,0,0,103.15,0,5.0
1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,3,84.65,1,0.0
0,0,1,0,71,1,1,1,1,1,0,0,1,0,1,0,3,95.65,0,5.0
0,0,1,1,37,1,0,0,1,1,0,0,1,1,1,0,0,75.1,0,3.0
1,0,1,0,60,1,0,0,1,1,0,1,0,0,2,1,3,61.35,0,4.0
0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.55,1,0.0
0,0,0,0,6,1,0,2,0,0,0,0,0,0,0,0,1,19.7,0,0.0
0,0,0,0,13,0,0,0,0,1,0,0,0,0,0,1,2,31.05,1,1.0
0,0,1,1,11,1,0,0,1,0,0,0,0,0,0,0,0,51.0,0,0.0
1,0,0,0,7,1,0,0,1,0,0,0,0,0,0,1,3,51.0,1,0.0
0,0,1,1,10,1,0,1,0,0,0,0,1,1,0,1,2,88.85,0,0.0
1,0,1,0,34,1,0,2,0,0,0,0,0,0,2,0,1,20.05,0,2.0
0,0,0,0,62,1,0,0,1,0,0,1,0,1,2,1,3,65.1,0,5.0
1,0,1,0,64,1,1,0,0,1,0,1,0,1,1,1,3,70.15,0,5.0
0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,44.35,1,0.0
1,0,0,0,25,1,0,2,0,0,0,0,0,0,2,1,3,20.75,0,2.0
0,0,0,0,26,1,0,0,0,1,1,0,0,0,1,1,3,56.05,0,2.0
1,0,0,1,10,1,0,2,0,0,0,0,0,0,1,1,0,19.95,0,0.0
0,0,0,0,53,1,1,1,1,1,1,0,1,0,1,0,3,98.6,0,4.0
0,0,0,0,7,1,0,1,0,0,0,0,1,0,0,1,2,79.7,1,0.0
1,0,0,0,33,1,0,1,0,1,1,0,0,0,0,1,1,79.0,0,2.0
0,1,1,0,71,1,0,1,0,1,1,0,0,1,2,0,1,89.45,0,5.0
0,0,0,0,29,1,1,1,0,0,0,0,0,0,0,1,2,74.2,0,2.0
1,0,1,1,24,1,1,0,1,0,0,1,1,1,0,0,0,81.0,0,1.0
1,0,1,1,20,1,0,0,0,0,1,0,0,0,0,1,2,49.6,0,1.0
0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,2,84.6,0,0.0
1,0,0,1,54,1,1,0,0,1,0,0,0,0,0,1,1,55.0,1,4.0
0,1,0,0,5,1,0,1,0,0,1,0,1,0,0,1,3,84.85,1,0.0
0,0,1,1,72,1,1,0,1,0,1,1,1,1,2,1,0,84.2,0,5.0
1,0,1,0,52,1,0,1,1,1,1,1,1,1,2,1,2,106.3,0,4.0
0,0,0,0,9,1,0,1,0,0,0,0,0,0,0,0,2,69.05,0,0.0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,45.4,0,0.0
1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,2,73.65,1,0.0
1,0,1,1,33,1,0,0,0,0,1,1,1,1,1,1,3,73.9,1,2.0
0,0,1,0,55,1,1,1,0,0,1,0,0,0,0,1,2,77.75,1,4.0
1,0,1,1,69,1,1,1,0,0,0,1,1,1,2,1,2,99.35,0,5.0
1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,3,50.75,0,0.0
1,0,0,0,54,1,1,0,1,0,1,1,1,1,2,0,0,87.1,0,4.0
